latitude,longitude,Name,ADDRESS,Phone,MEDICARE_PROVIDER_ID,NATIONAL_PROVIDER_ID,WEBSITE,PROVIDER_TYPE,OWNERSHIP,BEDS
29.174236,-82.137834,adventhealth ocala,"1500 Sw 1st Avenue, Ocala, FL, 34471",(352) 351-7200,100062,1740772268,https://www.adventhealth.com/hospital/adventhealth-ocala,Acute Care Hospitals,Government - Hospital District or Authority,414
28.573457,-81.370328,adventhealth orlando,"601 East Rollins Street, Orlando, FL, 32803",(407) 303-1976,100007,1306938071,https://www.adventhealth.com/hospital/adventhealth-orlando,Acute Care Hospitals,Voluntary non-profit - Private,2891
27.538455,-81.506881,adventhealth sebring,"4200 Sun'n Lake Boulevard, Sebring, FL, 33872",(863) 314-4466,100109,1083692594,https://www.adventhealth.com/hospital/adventhealth-sebring,Acute Care Hospitals,Voluntary non-profit - Church,204
38.995137,-94.69204,adventhealth shawnee mission,"9100 West 74th Street, Shawnee Mission, KS, 66204",(913) 676-2152,170104,1023171634,https://www.adventhealth.com/hospital/adventhealth-shawnee-mission,Acute Care Hospitals,Voluntary non-profit - Church,363
28.069226,-82.424525,adventhealth tampa,"3100 East Fletcher Avenue, Tampa, FL, 33613",(813) 615-7200,100173,1053321919,https://www.adventhealth.com/hospital/adventhealth-tampa,Acute Care Hospitals,Voluntary non-profit - Private,536
28.822351,-81.71021,adventhealth waterman,"1000 Waterman Way, Tavares, FL, 32778",(352) 253-3300,100057,1821019571,https://www.adventhealth.com/hospital/adventhealth-waterman,Acute Care Hospitals,Voluntary non-profit - Church,269
27.5354554,-81.8171365,adventhealth wauchula,"533 West Carlton Street, Wauchula, FL, 33873",(863) 773-0216,101300,,https://www.adventhealth.com/hospital/adventhealth-wauchula,Critical Access Hospitals,Voluntary non-profit - Private,25
42.274563,-87.95165,advocate condell medical center,"801 South Milwaukee Avenue, Libertyville, IL, 60048",(847) 362-2900,140202,1124272547,https://www.advocatehealth.com/CONDELL/,Acute Care Hospitals,Voluntary non-profit - Private,284
41.819137,-88.01022,advocate good samaritan hospital,"3815 Highland Avenue, Downers Grove, IL, 60515",(630) 275-5900,140288,1578670543,https://www.advocatehealth.com/gsam/,Acute Care Hospitals,Voluntary non-profit - Church,366
42.193415,-88.177959,advocate good shepherd hospital,"450 West Highway 22, Barrington, IL, 60010",(847) 381-9600,140291,1447368071,https://www.advocatehealth.com/gshp/,Acute Care Hospitals,Voluntary non-profit - Church,154
41.936315,-87.651554,advocate illinois masonic medical center,"836 West Wellington Avenue, Chicago, IL, 60657",(773) 975-1600,140182,1912014564,https://www.advocatehealth.com/immc/,Acute Care Hospitals,Voluntary non-profit - Private,997
42.039748,-87.848146,advocate lutheran general hospital,"1775 Dempster Street, Park Ridge, IL, 60068",(847) 723-2210,140223,1164539730,https://www.advocatehealth.com/luth/,Acute Care Hospitals,Voluntary non-profit - Church,608
42.070221,-88.331468,advocate sherman hospital,"1425 North Randall Road, Elgin, IL, 60123",(847) 742-9800,140030,1629026364,https://www.advocatehealth.com/sherman/,Acute Care Hospitals,Voluntary non-profit - Private,255
41.566922,-87.694399,advocate south suburban hospital,"17800 South Kedzie Avenue, Hazel Crest, IL, 60429",(708) 799-8000,140250,1467560128,https://www.advocatehealth.com/ssub/,Acute Care Hospitals,Voluntary non-profit - Church,286
41.726211,-87.56725,advocate trinity hospital,"2320 East 93rd Street, Chicago, IL, 60617",(773) 967-5002,140048,1558479212,https://www.advocatehealth.com/trin/,Acute Care Hospitals,Voluntary non-profit - Other,263
33.56989,-81.765071,aiken regional medical center,"302 University Parkway, Aiken, SC, 29801",(803) 641-5900,420082,1467448498,https://www.aikenregional.com/,Acute Care Hospitals,Proprietary,259
41.077859,-81.532787,akron general medical center,"1 Akron General Avenue, Akron, OH, 44307",(330) 344-6000,360027,1821035940,https://my.clevelandclinic.org/locations/akron-general,Acute Care Hospitals,Voluntary non-profit - Private,511
36.063749,-79.502528,alamance regional medical center,"1240 Huffman Mill Road, Burlington, NC, 27215",(336) 538-7000,340070,1326010273,https://www.conehealth.com/locations/alamance-regional/,Acute Care Hospitals,Voluntary non-profit - Private,238
37.76323,-122.253541,alameda hospital,"2070 Clinton Avenue, Alameda, CA, 94501",(510) 522-3700,50211,1831529049,http://www.alamedahealthsystem.org/,Acute Care Hospitals,Government - Hospital District or Authority,145
61.20979,-149.827379,alaska regional hospital,"2801 Debarr Road, Anchorage, AK, 99508",(907) 276-1131,20017,1952348047,https://alaskaregional.com/,Acute Care Hospitals,Proprietary,250
40.036927,-75.144683,albert einstein medical center,"5501 Old York Road, Philadelphia, PA, 19141",(215) 456-6090,390142,1902805245,https://www.einstein.edu/,Acute Care Hospitals,Voluntary non-profit - Other,783
40.456149,-80.003249,allegheny general hospital,"320 East North Avenue, Pittsburgh, PA, 15212",(412) 359-3131,390050,1285667493,https://www.ahn.org/locations/allegheny-general-hospital,Acute Care Hospitals,Voluntary non-profit - Private,829
40.617378,-79.737106,allegheny valley hospital,"1301 Carlisle Street, Natrona Heights, PA, 15065",(412) 224-5100,390032,1689679581,https://www.ahn.org/locations/allegheny-valley-hospital,Acute Care Hospitals,Voluntary non-profit - Other,228
32.409988,-88.678811,alliance health center,"5000 Highway 39 North, Meridian, MS, 39301",(601) 483-6211,250151,1831184951,https://alliancehealthcenter.com/,Acute Care Hospitals,Proprietary,134
35.466527,-97.392925,alliancehealth midwest,"2825 Parklawn Drive, Midwest City, OK, 73110",(405) 610-8585,370094,1730128836,https://www.alliancehealthmidwest.com/,Acute Care Hospitals,Proprietary,255
36.437861,-99.400954,alliancehealth woodward,"900 17th Street, Woodward, OK, 73801",(580) 254-8492,370002,1558312553,https://www.alliancehealthwoodward.com/,Acute Care Hospitals,Proprietary,87
37.820784,-122.26328,alta bates summit medical center,"350 Hawthorne Avenue, Oakland, CA, 94609",(510) 655-4000,50043,1295181477,https://www.sutterhealth.org/absmc,Acute Care Hospitals,Voluntary non-profit - Private,569
40.57736,-111.853191,alta view hospital,"9660 South 1300 East, Sandy, UT, 84094",(801) 501-2600,460044,1962412486,https://intermountainhealthcare.org/locations/alta-view-hospital/,Acute Care Hospitals,Voluntary non-profit - Private,70
35.62215,-105.209851,alta vista regional hospital,"104 Legion Drive, Las Vegas, NM, 87701",(505) 426-3930,320003,1396716643,http://www.altavistaregionalhospital.com/,Acute Care Hospitals,Government - Hospital District or Authority,62
38.8995477,-90.1591567,alton memorial hospital,"One Memorial Drive, Alton, IL, 62002",(618) 463-7300,140002,1548278476,https://www.altonmemorialhospital.org/,Acute Care Hospitals,Voluntary non-profit - Private,222
40.380506,-111.769094,american fork hospital,"170 North 1100 East, American Fork, UT, 84003",(801) 855-3305,460023,1912014358,https://intermountainhealthcare.org/locations/american-fork-hospital/,Acute Care Hospitals,Voluntary non-profit - Private,89
45.295946,-92.36067,amery hospital & clinic,"265 Griffin Street East, Amery, WI, 54001",(715) 268-0300,521308,,https://www.healthpartners.com/care/hospitals/amery/,Critical Access Hospitals,Voluntary non-profit - Private,25
38.28012,-95.2493,anderson county hospital,"421 South Maple, Garnett, KS, 66032",(785) 204-4000,171316,,https://www.saintlukeskc.org/locations/anderson-county-hospital,Critical Access Hospitals,Voluntary non-profit - Private,25
38.738127,-89.946422,anderson hospital,"6800 State Route 162, Maryville, IL, 62062",(618) 288-5711,140289,1053481630,https://www.andersonhospital.org/,Acute Care Hospitals,Voluntary non-profit - Private,151
44.487099,-71.156548,androscoggin valley hospital,"59 Page Hill Road, Berlin, NH, 03570",(603) 752-2200,301310,,http://www.avhnh.org/,Critical Access Hospitals,Voluntary non-profit - Private,25
34.511071,-82.647355,anmed health,"800 North Fant Street, Anderson, SC, 29621",(864) 512-2830,420027,1417919531,https://anmedhealth.org/,Acute Care Hospitals,Voluntary non-profit - Private,533
42.099256,-76.826668,arnot ogden medical center,"600 Roe Avenue, Elmira, NY, 14905",(607) 737-4100,330090,1083605661,https://www.arnothealth.org/arnot-ogden-medical-center,Acute Care Hospitals,Voluntary non-profit - Private,266
41.589427,-83.687356,arrowhead hospital,"1725 Timber Line Road, Maumee, OH, 43537",(419) 891-9333,364036,,https://www.arrowheadbehavioral.com/,Psychiatric,Proprietary,42
34.072884,-117.352833,arrowhead regional medical center,"400 North Pepper Avenue, Colton, CA, 92324",(909) 580-1000,50245,1720158009,https://www.arrowheadmedcenter.org/,Acute Care Hospitals,Government - Local,456
42.51766,-83.694523,ascension brighton center for recovery,"12851 Grand River Road, Brighton, MI, 48116",(810) 227-1211,230279,1265527337,https://healthcare.ascension.org/Locations/Michigan/MIDET/Brighton-Ascension-Brighton-Center-for-Recovery,Acute Care Hospitals,Voluntary non-profit - Private,63
42.786505,-82.478208,ascension river district hospital,"4100 River Road, East China, MI, 48054",(810) 329-7111,230241,1619941333,https://healthcare.ascension.org/Locations/Michigan/MIDET/East-China-Township-Ascension-River-District-Hospital,Acute Care Hospitals,Government - Hospital District or Authority,68
30.306154,-97.745218,ascension seton medical center austin,"1201 West 38th Street, Austin, TX, 78705",(512) 324-1000,450056,1164526786,https://healthcare.ascension.org/Locations/Texas/TXAUS/Austin-Ascension-Seton-Medical-Center-Austin,Acute Care Hospitals,Physician,524
44.889675,-89.582214,ascension st clares hospital,"3400 Ministry Parkway, Weston, WI, 54476",(715) 393-3000,520202,1902437650,https://healthcare.ascension.org/Locations/Wisconsin/WIAPM/Weston-Saint-Clares-Hospital,Acute Care Hospitals,Voluntary non-profit - Private,86
33.137206,-91.93878,ashley county medical center,"1015 Unity Road, Crossett, AR, 71635",(870) 364-4111,41323,,https://www.acmconline.org/,Critical Access Hospitals,Voluntary non-profit - Private,33
46.040188,-99.371715,ashley medical center,"612 North Center Avenue, Ashley, ND, 58413",(701) 288-3433,351322,,http://www.amctoday.org/,Critical Access Hospitals,Voluntary non-profit - Private,20
41.880148,-80.795674,ashtabula county medical center,"2420 Lake Avenue, Ashtabula, OH, 44004",(440) 997-2262,360125,1285607416,https://www.acmchealth.org/,Acute Care Hospitals,Voluntary non-profit - Private,249
46.478193,-90.104689,aspirus ironwood hospital,"N10561 Grand View Lane, Ironwood, MI, 49938",(906) 932-2525,231333,,https://www.aspirus.org/find-a-location/aspirus-ironwood-hospital-28,Critical Access Hospitals,Voluntary non-profit - Private,25
44.964503,-89.666372,aspirus wausau hospital,"333 Pine Ridge Boulevard, Wausau, WI, 54401",(715) 847-2121,520030,1558363986,https://www.aspirus.org/,Acute Care Hospitals,Proprietary,321
34.978532,-80.109679,atrium health anson,"2301 Us Highway 74 W, Wadesboro, NC, 28170",(704) 694-5131,340084,1659856060,https://atriumhealth.org/locations/detail/atrium-health-anson?utm_campaign=Homepage&utm_source=GMB&utm_medium=organic,Acute Care Hospitals,Government - Hospital District or Authority,15
35.301837,-81.535343,atrium health cleveland,"201 East Grover Street, Shelby, NC, 28150",(704) 487-3000,340021,1326442336,https://atriumhealth.org/locations/atrium-health-cleveland,Acute Care Hospitals,Government - Hospital District or Authority,241
35.488387,-81.201314,atrium health lincoln,"433 Mcalister Road, Lincolnton, NC, 28092",(980) 212-2000,340145,1326088139,https://atriumhealth.org/locations/detail/atrium-health-lincoln?utm_campaign=Homepage&utm_source=GMB&utm_medium=organic,Acute Care Hospitals,Government - Hospital District or Authority,110
34.975111,-80.522853,atrium health union,"600 Hospital Drive, Monroe, NC, 28112",(704) 283-3100,340130,1396790325,https://atriumhealth.org/locations/detail/atrium-health-union?utm_campaign=Homepage&utm_source=GMB&utm_medium=organic,Acute Care Hospitals,Government - Hospital District or Authority,157
35.307836,-80.747985,atrium health university city,"8800 North Tryon Street, Charlotte, NC, 28262",(704) 548-6000,340166,1346297892,https://atriumhealth.org/locations/detail/atrium-health-university-city?utm_campaign=Homepage&utm_source=GMB&utm_medium=organic,Acute Care Hospitals,Government - Hospital District or Authority,130
42.4579172,-75.0522621,aurelia osborn fox memorial hospital,"1 Norton Avenue, Oneonta, NY, 13820",(607) 432-2000,330085,1578529954,https://health.usnews.com/best-hospitals/area/ny/aurelia-osborn-fox-memorial-hospital-6213830,Acute Care Hospitals,Voluntary non-profit - Private,60
42.662615,-88.496322,aurora lakeland medical center,"W3985 County Road Nn, Elkhorn, WI, 53121",(262) 741-2000,520102,1972628006,https://www.aurorahealthcare.org/locations/hospital/aurora-lakeland-medical-center,Acute Care Hospitals,Voluntary non-profit - Private,99
42.567355,-87.933877,aurora medical center kenosha,"10400 75th Street, Kenosha, WI, 53142",(262) 948-5600,520189,1225156888,https://www.aurorahealthcare.org/locations/hospital/aurora-medical-center-in-kenosha,Acute Care Hospitals,Voluntary non-profit - Private,74
43.046726,-88.009543,aurora psychiatric hospital,"1220 Dewey Avenue, Wauwatosa, WI, 53213",(414) 454-6600,524000,,https://www.aurorahealthcare.org/locations/hospital/aurora-psychiatric-hospital,Psychiatric,Voluntary non-profit - Private,105
30.289494,-97.723847,austin lakes hospital,"1025 East 32nd Street, Austin, TX, 78705",(512) 544-5253,454069,,https://austinlakeshospital.com/,Psychiatric,Proprietary,58
30.212314,-97.791324,austin oaks hospital,"1407 West Stassney Lane, Austin, TX, 78745",(512) 383-8939,454121,,https://austinoakshospital.com/,Psychiatric,Proprietary,80
25.969859,-80.144257,aventura hospital and medical center,"20900 Biscayne Boulevard, Aventura, FL, 33180",(305) 682-7000,100131,1407801673,https://aventurahospital.com/,Acute Care Hospitals,Voluntary non-profit - Private,407
42.4658835,-97.9171564,avera creighton hospital,"1503 Main Street, Creighton, NE, 68729",(402) 358-5700,281331,,https://www.avera.org/locations/profile/avera-creighton-hospital/,Critical Access Hospitals,Voluntary non-profit - Private,23
45.013551,-99.948128,avera gettysburg hospital,"606 East Garfield Avenue, Gettysburg, SD, 57442",(605) 765-2480,431302,,https://www.avera.org/locations/profile/avera-gettysburg-hospital/,Critical Access Hospitals,Voluntary non-profit - Church,10
43.230369,-99.435783,avera gregory hospital,"400 Park Avenue, Gregory, SD, 57533",(605) 835-8394,431338,,https://www.avera.org/locations/profile/avera-gregory-hospital/,Critical Access Hospitals,Voluntary non-profit - Private,25
43.410596,-94.833956,avera holy family hospital,"826 North Eighth Street, Estherville, IA, 51334",(712) 362-2631,161351,,https://www.avera.org/locations/profile/avera-holy-family-hospital/,Critical Access Hospitals,Voluntary non-profit - Church,25
43.534607,-96.711304,avera mckennan hospital & university health center,"1325 South Cliff Avenue, Sioux Falls, SD, 57105",(605) 322-8000,430016,1568460772,https://www.avera.org/locations/mckennan/?y_source=1_MTIyMTIzMjMtNzE1LWxvY2F0aW9uLndlYnNpdGU=,Acute Care Hospitals,Voluntary non-profit - Private,505
42.872573,-97.406945,avera sacred heart hospital,"501 Summit Avenue, Yankton, SD, 57078",(605) 668-8000,430012,1770693954,https://www.avera.org/locations/sacred-heart/?y_source=1_MTIyMTIzMTQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Acute Care Hospitals,Voluntary non-profit - Private,144
44.272274,-96.130943,avera tyler hospital,"240 Willow Street, Tyler, MN, 56178",(507) 247-5521,241348,,https://www.avera.org/locations/profile/avera-tyler-hospital/,Critical Access Hospitals,Voluntary non-profit - Private,20
37.3396916,-87.4927765,baptist health madisonville,"900 Hospital Drive, 4th Floor, Madisonville, KY, 42431",2708255450,182009,,https://continuecare.org/madisonville/,,,35
37.074127,-88.6269737,baptist health paducah,"2501 Kentucky Avenue, 5th Floor, Paducah, KY, 42003",2705752100,180153,1093132300,https://continuecare.org/paducah/,,,37
30.316284,-81.663609,baptist medical center,"800 Prudential Drive, Jacksonville, FL, 32207",(904) 202-2000,100088,1578620449,https://www.baptistjax.com/,Acute Care Hospitals,Voluntary non-profit - Private,972
32.376821,-86.172095,baptist medical center east,"400 Taylor Road, Montgomery, AL, 36117",(334) 244-8330,10149,1104917780,https://www.baptistfirst.org/locations/baptist-medical-center-east,Acute Care Hospitals,Government - Hospital District or Authority,150
32.327144,-86.276764,baptist medical center south,"2105 East South Boulevard, Montgomery, AL, 36116",(334) 288-2100,10023,1700977105,https://www.baptistfirst.org/,Acute Care Hospitals,Government - Hospital District or Authority,432
38.6536107,-90.2759795,barnes jewish hospital,"5355 Delmar Blvd, Saint Louis, MO, 63112",3149327110,264029,,https://www.barnesjewish.org/Medical-Services/Psychiatry,,,25
34.893696,-117.0166,barstow community hospital,"820 East Mountain View Street, Barstow, CA, 92311",(760) 256-1761,50298,1780655670,http://www.barstowhospital.com/barstow-community-hospital/home.aspx,Acute Care Hospitals,Proprietary,56
38.249611,-94.343391,bates county memorial hospital,"615 West Nursery Street, Butler, MO, 64730",(660) 200-7000,260034,1770536740,http://www.bcmhospital.com/,Acute Care Hospitals,Government - Local,60
36.343067,-92.395905,baxter regional medical center,"624 Hospital Drive, Mountain Home, AR, 72653",(870) 508-1000,40027,1881788933,https://www.baxterregional.org/,Acute Care Hospitals,Voluntary non-profit - Private,268
28.950896,-82.625866,bayfront health seven rivers,"6201 North Suncoast Boulevard, Crystal River, FL, 34428",(352) 795-6560,100249,1578506762,https://www.bayfrontsevenrivers.com/,Acute Care Hospitals,Proprietary,128
32.790567,-96.78081,baylor university medical center,"3500 Gaston Avenue, Dallas, TX, 75246",(214) 820-0111,450021,1447250253,https://www.bswhealth.com/locations/dallas/,Acute Care Hospitals,Voluntary non-profit - Church,914
40.667531,-74.112371,bayonne medical center,"29th Street & Avenue E, Bayonne, NJ, 07002",(201) 858-5000,310025,1821101239,https://www.carepointhealth.org/service/emergency-department/,Acute Care Hospitals,Voluntary non-profit - Private,254
41.723768,-112.181979,bear river valley hospital,"905 North 1000 West, Tremonton, UT, 84337",(435) 207-4500,460039,1679582944,https://intermountainhealthcare.org/locations/bear-river-valley-hospital/,Acute Care Hospitals,Voluntary non-profit - Private,16
42.291912,-83.211951,beaumont hospital - dearborn,"18101 Oakwood Boulevard, Dearborn, MI, 48124",(313) 593-7125,230020,1740230119,https://www.beaumont.org/locations/beaumont-hospital-dearborn,Acute Care Hospitals,Voluntary non-profit - Private,623
42.44363,-83.324789,beaumont hospital - farmington hills,"28050 Grand River Avenue, Farmington Hills, MI, 48336",(248) 471-8000,230151,1336183367,https://www.beaumont.org/locations/beaumont-hospital-farmington-hills,Acute Care Hospitals,Voluntary non-profit - Private,305
42.233501,-83.269667,beaumont hospital - taylor,"10000 Telegraph Road, Taylor, MI, 48180",(313) 295-5253,230270,1487605168,https://www.beaumont.org/locations/beaumont-hospital-taylor,Acute Care Hospitals,Voluntary non-profit - Private,163
42.115786,-83.211814,beaumont hospital - trenton,"5450 Fort Street, Trenton, MI, 48183",(734) 671-3800,230176,1740230648,https://www.beaumont.org/locations/beaumont-hospital-trenton,Acute Care Hospitals,Voluntary non-profit - Private,195
42.274275,-83.365625,beaumont hospital - wayne,"33155 Annapolis Street, Wayne, MI, 48184",(734) 467-4175,230142,1295785285,https://www.beaumont.org/locations/beaumont-hospital-wayne,Acute Care Hospitals,Voluntary non-profit - Private,259
37.798718,-81.169502,beckley arh hospital,"306 Stanaford Road, Beckley, WV, 25801",(304) 255-3456,510062,1568461440,https://www.arh.org/portfolio_page/beckley-arh-hospital/,Acute Care Hospitals,Voluntary non-profit - Private,173
46.498665,-87.682993,bell hospital,"901 Lakeshore Drive, Ishpeming, MI, 49849",(906) 486-4431,231321,,https://www.bellhospital.org/,Critical Access Hospitals,Proprietary,25
38.8158823,-94.5028554,belton regional medical center,"17065 South 71 Highway, Belton, MO, 64012",(816) 348-1236,260214,1063470763,https://beltonregionalmedicalcenter.com/,Acute Care Hospitals,Voluntary non-profit - Private,71
31.964829,-110.307123,benson hospital,"450 South Ocotillo Street, Benson, AZ, 85602",(520) 586-2261,31301,,http://www.bensonhospital.org/,Critical Access Hospitals,Voluntary non-profit - Private,22
42.458748,-73.249004,berkshire medical center,"725 North St, Pittsfield, MA, 01201",(413) 447-2000,220046,1295765261,https://www.berkshirehealthsystems.org/BMC,Acute Care Hospitals,Voluntary non-profit - Other,319
47.718496,-122.204977,bhc fairfax hospital,"10200 Ne 132nd Street, Kirkland, WA, 98034",(425) 821-2000,504002,,https://www.fairfaxhospital.com/,Psychiatric,Proprietary,133
30.383811,-103.67214,big bend regional medical center,"2600 Highway 118 North, Alpine, TX, 79830",(432) 837-3447,451378,,http://www.bigbendhealthcare.com/Big-Bend-Regional-Medical-Center/Home.aspx,Critical Access Hospitals,Proprietary,25
27.482176,-82.620468,blake medical center,"2020 59th Street West, Bradenton, FL, 34209",(941) 792-6611,100213,1114964244,https://blakemedicalcenter.com/,Acute Care Hospitals,Proprietary,383
32.384545,-83.345927,bleckley memorial hospital,"145 East Peacock Street, Cochran, GA, 31014",(478) 934-6211,111302,,https://bleckleymemorial.com/,Critical Access Hospitals,Government - Hospital District or Authority,25
40.393084,-91.344081,blessing hospital,"Broadway At 11th Street, Quincy, IL, 62305",(217) 223-1200,140015,1760571699,https://www.blessinghealth.org/locations/blessing-hospital,Acute Care Hospitals,Voluntary non-profit - Private,312
35.754975,-83.958602,blount memorial hospital,"907 East Lamar Alexander Parkway, Maryville, TN, 37804",(865) 983-7211,440011,1619939071,https://blountmemorial.org/index.php,Acute Care Hospitals,Government - Local,304
38.055343,-84.723415,bluegrass community hospital,"360 Amsden Avenue, Versailles, KY, 40383",(859) 873-3111,181308,,https://www.bluegrasscommunityhospital.com/,Critical Access Hospitals,Proprietary,25
35.91103,-82.064593,blue ridge regional hospital,"125 Hospital Drive, Spruce Pine, NC, 28777",(828) 765-4201,341329,,https://missionhealth.org/member-hospitals/blue-ridge/,Critical Access Hospitals,Voluntary non-profit - Private,85
33.747471,-90.708128,bolivar medical center,"901 East Sunflower Road, Cleveland, MS, 38732",(662) 846-0061,250093,1457321036,https://www.bolivarmedical.com/careers/career-opportunities,Acute Care Hospitals,Proprietary,165
36.89843,-76.281644,bon secours depaul medical center,"150 Kingsley Lane, Norfolk, VA, 23505",(757) 889-5000,490011,1134137615,https://www.bonsecours.com/locations/hospitals-medical-centers/hampton-roads/bon-secours-depaul-medical-center?utm_source=local-listings&utm_medium=organic&utm_content=website_link,Acute Care Hospitals,Voluntary non-profit - Private,204
36.836211,-76.348365,bon secours maryview medical center,"3636 High Street, Portsmouth, VA, 23707",(757) 398-2200,490017,1750399192,https://www.healthgrades.com/hospital-directory/virginia-va/bon-secours-maryview-medical-center-hgst797cc8b6490017,Acute Care Hospitals,Voluntary non-profit - Private,346
41.6835132,-98.0054172,boone county health center,"723 West Fairview Street, Albion, NE, 68620",(402) 395-2191,281334,,https://boonecohealth.org/,Critical Access Hospitals,Government - Local,25
38.950669,-92.317039,boone hospital center,"1600 East Broadway, Columbia, MO, 65201",(573) 815-8000,260068,1902817844,http://www.boone.org/,Acute Care Hospitals,Voluntary non-profit - Other,394
38.220655,-84.238896,bourbon community hospital,"9 Linville Drive, Paris, KY, 40361",(859) 987-3600,180046,1427132158,https://www.bourbonhospital.com/,Acute Care Hospitals,Proprietary,58
45.670278,-111.017239,bozeman health deaconess hospital,"915 Highland Boulevard, Bozeman, MT, 59715",(406) 585-5000,270057,1104295864,https://www.bozemanhealth.org/,Acute Care Hospitals,Voluntary non-profit - Private,86
27.934002,-82.288303,brandon regional hospital,"119 Oakfield Drive, Brandon, FL, 33511",(813) 681-5551,100243,1669427258,https://brandonhospital.com/,Acute Care Hospitals,Proprietary,422
40.009586,-75.790263,brandywine hospital,"201 Reeceville Road, Coatesville, PA, 19320",(610) 383-8000,390076,1194249961,https://brandywine.towerhealth.org/,Acute Care Hospitals,Proprietary,171
41.188776,-73.16608,bridgeport hospital,"267 Grant Street, Bridgeport, CT, 06610",(203) 384-3000,70010,1649260845,https://www.bridgeporthospital.org/,Acute Care Hospitals,Voluntary non-profit - Private,497
41.49107,-112.024441,brigham city community hospital,"950 South Medical Drive, Brigham City, UT, 84302",(435) 734-9471,460017,1245282227,https://brighamcityhospital.com/,Acute Care Hospitals,Proprietary,52
41.676078,-72.934878,bristol hospital,"41 Brewster Road, Bristol, CT, 06010",(860) 585-3000,70029,1619901642,https://www.bristolhospital.org/,Acute Care Hospitals,Voluntary non-profit - Private,134
35.833838,-96.400714,bristow medical center,"700 West 7th Avenue, Suite 6, Bristow, OK, 74010",(918) 367-2215,370041,1265863583,https://behc.org/,Acute Care Hospitals,Government - Hospital District or Authority,49
42.221036,-85.898014,bronson lakeview hospital,"408 Hazen Street, Paw Paw, MI, 49079",(269) 657-1400,231332,,https://www.bronsonhealth.com/locations/bronson-lakeview-hospital/,Critical Access Hospitals,Voluntary non-profit - Private,25
