,CMG 0304-A,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",
,CMG 0304-B,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",
,CMG 0304-C,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",
,CMG 0304-D,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",
,CMG 0305-A,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",
,CMG 0305-B,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",
,CMG 0305-C,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",
,CMG 0305-D,"Inpatient Rehab Per Discharge: Brain dysfunction, non-traumatic",
,CMG 0401-A,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0401-B,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0401-C,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0401-D,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0402-A,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0402-B,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0402-C,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0402-D,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0403-A,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0403-B,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0403-C,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0403-D,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0404-A,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0404-B,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0404-C,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0404-D,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0405-A,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0405-B,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0405-C,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0405-D,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0406-A,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0406-B,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0406-C,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0406-D,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0407-A,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0407-B,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0407-C,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0407-D,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, traumatic",
,CMG 0501-A,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, non-traumatic",
,CMG 0501-B,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, non-traumatic",
,CMG 0501-C,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, non-traumatic",
,CMG 0501-D,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, non-traumatic",
,CMG 0502-A,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, non-traumatic",
,CMG 0502-B,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, non-traumatic",
,CMG 0502-C,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, non-traumatic",
,CMG 0502-D,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, non-traumatic",
,CMG 0503-A,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, non-traumatic",
,CMG 0503-B,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, non-traumatic",
,CMG 0503-C,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, non-traumatic",
,CMG 0503-D,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, non-traumatic",
,CMG 0504-A,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, non-traumatic",
,CMG 0504-B,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, non-traumatic",
,CMG 0504-C,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, non-traumatic",
,CMG 0504-D,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, non-traumatic",
,CMG 0505-A,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, non-traumatic",
,CMG 0505-B,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, non-traumatic",
,CMG 0505-C,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, non-traumatic",
,CMG 0505-D,"Inpatient Rehab Per Discharge: Spinal cord dysfunction, non-traumatic",
,CMG 0601-A,Inpatient Rehab Per Discharge: Neurological conditions,
,CMG 0601-B,Inpatient Rehab Per Discharge: Neurological conditions,
,CMG 0601-C,Inpatient Rehab Per Discharge: Neurological conditions,
,CMG 0601-D,Inpatient Rehab Per Discharge: Neurological conditions,
,CMG 0602-A,Inpatient Rehab Per Discharge: Neurological conditions,
,CMG 0602-B,Inpatient Rehab Per Discharge: Neurological conditions,
,CMG 0602-C,Inpatient Rehab Per Discharge: Neurological conditions,
,CMG 0602-D,Inpatient Rehab Per Discharge: Neurological conditions,
,CMG 0603-A,Inpatient Rehab Per Discharge: Neurological conditions,
,CMG 0603-B,Inpatient Rehab Per Discharge: Neurological conditions,
,CMG 0603-C,Inpatient Rehab Per Discharge: Neurological conditions,
,CMG 0603-D,Inpatient Rehab Per Discharge: Neurological conditions,
,CMG 0604-A,Inpatient Rehab Per Discharge: Neurological conditions,
,CMG 0604-B,Inpatient Rehab Per Discharge: Neurological conditions,
,CMG 0604-C,Inpatient Rehab Per Discharge: Neurological conditions,
,CMG 0604-D,Inpatient Rehab Per Discharge: Neurological conditions,
,CMG 0701-A,Inpatient Rehab Per Discharge: Hip fracture,
,CMG 0701-B,Inpatient Rehab Per Discharge: Hip fracture,
,CMG 0701-C,Inpatient Rehab Per Discharge: Hip fracture,
,CMG 0701-D,Inpatient Rehab Per Discharge: Hip fracture,
,CMG 0702-A,Inpatient Rehab Per Discharge: Hip fracture,
,CMG 0702-B,Inpatient Rehab Per Discharge: Hip fracture,
,CMG 0702-C,Inpatient Rehab Per Discharge: Hip fracture,
,CMG 0702-D,Inpatient Rehab Per Discharge: Hip fracture,
,CMG 0703-A,Inpatient Rehab Per Discharge: Hip fracture,
,CMG 0703-B,Inpatient Rehab Per Discharge: Hip fracture,
,CMG 0703-C,Inpatient Rehab Per Discharge: Hip fracture,
,CMG 0703-D,Inpatient Rehab Per Discharge: Hip fracture,
,CMG 0704-A,Inpatient Rehab Per Discharge: Hip fracture,
,CMG 0704-B,Inpatient Rehab Per Discharge: Hip fracture,
,CMG 0704-C,Inpatient Rehab Per Discharge: Hip fracture,
,CMG 0704-D,Inpatient Rehab Per Discharge: Hip fracture,
,CMG 0801-A,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,
,CMG 0801-B,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,
,CMG 0801-C,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,
,CMG 0801-D,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,
,CMG 0802-A,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,
,CMG 0802-B,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,
,CMG 0802-C,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,
,CMG 0802-D,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,
,CMG 0803-A,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,
,CMG 0803-B,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,
,CMG 0803-C,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,
,CMG 0803-D,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,
,CMG 0804-A,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,
,CMG 0804-B,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,
,CMG 0804-C,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,
,CMG 0804-D,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,
,CMG 0805-A,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,
,CMG 0805-B,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,
,CMG 0805-C,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,
,CMG 0805-D,Inpatient Rehab Per Discharge: Replacement of lower extremity joint,
,CMG 0901-A,Inpatient Rehab Per Discharge: Orthopedic - other,
,CMG 0901-B,Inpatient Rehab Per Discharge: Orthopedic - other,
,CMG 0901-C,Inpatient Rehab Per Discharge: Orthopedic - other,
,CMG 0901-D,Inpatient Rehab Per Discharge: Orthopedic - other,
,CMG 0902-A,Inpatient Rehab Per Discharge: Orthopedic - other,
,CMG 0902-B,Inpatient Rehab Per Discharge: Orthopedic - other,
,CMG 0902-C,Inpatient Rehab Per Discharge: Orthopedic - other,
,CMG 0902-D,Inpatient Rehab Per Discharge: Orthopedic - other,
,CMG 0903-A,Inpatient Rehab Per Discharge: Orthopedic - other,
,CMG 0903-B,Inpatient Rehab Per Discharge: Orthopedic - other,
,CMG 0903-C,Inpatient Rehab Per Discharge: Orthopedic - other,
,CMG 0903-D,Inpatient Rehab Per Discharge: Orthopedic - other,
,CMG 0904-A,Inpatient Rehab Per Discharge: Orthopedic - other,
,CMG 0904-B,Inpatient Rehab Per Discharge: Orthopedic - other,
,CMG 0904-C,Inpatient Rehab Per Discharge: Orthopedic - other,
,CMG 0904-D,Inpatient Rehab Per Discharge: Orthopedic - other,
,CMG 1001-A,"Inpatient Rehab Per Discharge: Amputation, lower extremity",
,CMG 1001-B,"Inpatient Rehab Per Discharge: Amputation, lower extremity",
,CMG 1001-C,"Inpatient Rehab Per Discharge: Amputation, lower extremity",
,CMG 1001-D,"Inpatient Rehab Per Discharge: Amputation, lower extremity",
,CMG 1002-A,"Inpatient Rehab Per Discharge: Amputation, lower extremity",
,CMG 1002-B,"Inpatient Rehab Per Discharge: Amputation, lower extremity",
,CMG 1002-C,"Inpatient Rehab Per Discharge: Amputation, lower extremity",
,CMG 1002-D,"Inpatient Rehab Per Discharge: Amputation, lower extremity",
,CMG 1003-A,"Inpatient Rehab Per Discharge: Amputation, lower extremity",
,CMG 1003-B,"Inpatient Rehab Per Discharge: Amputation, lower extremity",
,CMG 1003-C,"Inpatient Rehab Per Discharge: Amputation, lower extremity",
,CMG 1003-D,"Inpatient Rehab Per Discharge: Amputation, lower extremity",
,CMG 1004-A,"Inpatient Rehab Per Discharge: Amputation, lower extremity",
,CMG 1004-B,"Inpatient Rehab Per Discharge: Amputation, lower extremity",
,CMG 1004-C,"Inpatient Rehab Per Discharge: Amputation, lower extremity",
,CMG 1004-D,"Inpatient Rehab Per Discharge: Amputation, lower extremity",
,CMG 1101-A,"Inpatient Rehab Per Discharge: Amputation, other",
,CMG 1101-B,"Inpatient Rehab Per Discharge: Amputation, other",
,CMG 1101-C,"Inpatient Rehab Per Discharge: Amputation, other",
,CMG 1101-D,"Inpatient Rehab Per Discharge: Amputation, other",
,CMG 1102-A,"Inpatient Rehab Per Discharge: Amputation, other",
,CMG 1102-B,"Inpatient Rehab Per Discharge: Amputation, other",
,CMG 1102-C,"Inpatient Rehab Per Discharge: Amputation, other",
,CMG 1102-D,"Inpatient Rehab Per Discharge: Amputation, other",
,CMG 1103-A,"Inpatient Rehab Per Discharge: Amputation, other",
,CMG 1103-B,"Inpatient Rehab Per Discharge: Amputation, other",
,CMG 1103-C,"Inpatient Rehab Per Discharge: Amputation, other",
,CMG 1103-D,"Inpatient Rehab Per Discharge: Amputation, other",
,CMG 1201-A,Inpatient Rehab Per Discharge: Osteoarthritis,
,CMG 1201-B,Inpatient Rehab Per Discharge: Osteoarthritis,
,CMG 1201-C,Inpatient Rehab Per Discharge: Osteoarthritis,
,CMG 1201-D,Inpatient Rehab Per Discharge: Osteoarthritis,
,CMG 1202-A,Inpatient Rehab Per Discharge: Osteoarthritis,
,CMG 1202-B,Inpatient Rehab Per Discharge: Osteoarthritis,
,CMG 1202-C,Inpatient Rehab Per Discharge: Osteoarthritis,
,CMG 1202-D,Inpatient Rehab Per Discharge: Osteoarthritis,
,CMG 1203-A,Inpatient Rehab Per Discharge: Osteoarthritis,
,CMG 1203-B,Inpatient Rehab Per Discharge: Osteoarthritis,
,CMG 1203-C,Inpatient Rehab Per Discharge: Osteoarthritis,
,CMG 1203-D,Inpatient Rehab Per Discharge: Osteoarthritis,
,CMG 1204-A,Inpatient Rehab Per Discharge: Osteoarthritis,
,CMG 1204-B,Inpatient Rehab Per Discharge: Osteoarthritis,
,CMG 1204-C,Inpatient Rehab Per Discharge: Osteoarthritis,
,CMG 1204-D,Inpatient Rehab Per Discharge: Osteoarthritis,
,CMG 1301-A,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,
,CMG 1301-B,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,
,CMG 1301-C,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,
,CMG 1301-D,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,
,CMG 1302-A,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,
,CMG 1302-B,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,
,CMG 1302-C,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,
,CMG 1302-D,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,
,CMG 1303-A,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,
,CMG 1303-B,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,
,CMG 1303-C,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,
,CMG 1303-D,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,
,CMG 1304-A,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,
,CMG 1304-B,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,
,CMG 1304-C,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,
,CMG 1304-D,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,
,CMG 1305-A,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,
,CMG 1305-B,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,
,CMG 1305-C,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,
,CMG 1305-D,Inpatient Rehab Per Discharge: Rheumatoid and other arthritis,
,CMG 1401-A,Inpatient Rehab Per Discharge: Cardiac,
,CMG 1401-B,Inpatient Rehab Per Discharge: Cardiac,
,CMG 1401-C,Inpatient Rehab Per Discharge: Cardiac,
,CMG 1401-D,Inpatient Rehab Per Discharge: Cardiac,
,CMG 1402-A,Inpatient Rehab Per Discharge: Cardiac,
,CMG 1402-B,Inpatient Rehab Per Discharge: Cardiac,
,CMG 1402-C,Inpatient Rehab Per Discharge: Cardiac,
,CMG 1402-D,Inpatient Rehab Per Discharge: Cardiac,
,CMG 1403-A,Inpatient Rehab Per Discharge: Cardiac,
,CMG 1403-B,Inpatient Rehab Per Discharge: Cardiac,
,CMG 1403-C,Inpatient Rehab Per Discharge: Cardiac,
,CMG 1403-D,Inpatient Rehab Per Discharge: Cardiac,
,CMG 1404-A,Inpatient Rehab Per Discharge: Cardiac,
,CMG 1404-B,Inpatient Rehab Per Discharge: Cardiac,
,CMG 1404-C,Inpatient Rehab Per Discharge: Cardiac,
,CMG 1404-D,Inpatient Rehab Per Discharge: Cardiac,
,CMG 1501-A,Inpatient Rehab Per Discharge: Pulmonary,
,CMG 1501-B,Inpatient Rehab Per Discharge: Pulmonary,
,CMG 1501-C,Inpatient Rehab Per Discharge: Pulmonary,
,CMG 1501-D,Inpatient Rehab Per Discharge: Pulmonary,
,CMG 1502-A,Inpatient Rehab Per Discharge: Pulmonary,
,CMG 1502-B,Inpatient Rehab Per Discharge: Pulmonary,
,CMG 1502-C,Inpatient Rehab Per Discharge: Pulmonary,
,CMG 1502-D,Inpatient Rehab Per Discharge: Pulmonary,
,CMG 1503-A,Inpatient Rehab Per Discharge: Pulmonary,
,CMG 1503-B,Inpatient Rehab Per Discharge: Pulmonary,
,CMG 1503-C,Inpatient Rehab Per Discharge: Pulmonary,
,CMG 1503-D,Inpatient Rehab Per Discharge: Pulmonary,
,CMG 1504-A,Inpatient Rehab Per Discharge: Pulmonary,
,CMG 1504-B,Inpatient Rehab Per Discharge: Pulmonary,
,CMG 1504-C,Inpatient Rehab Per Discharge: Pulmonary,
,CMG 1504-D,Inpatient Rehab Per Discharge: Pulmonary,
,CMG 1601-A,Inpatient Rehab Per Discharge: Pain syndrome,
,CMG 1601-B,Inpatient Rehab Per Discharge: Pain syndrome,
,CMG 1601-C,Inpatient Rehab Per Discharge: Pain syndrome,
,CMG 1601-D,Inpatient Rehab Per Discharge: Pain syndrome,
,CMG 1602-A,Inpatient Rehab Per Discharge: Pain syndrome,
,CMG 1602-B,Inpatient Rehab Per Discharge: Pain syndrome,
,CMG 1602-C,Inpatient Rehab Per Discharge: Pain syndrome,
,CMG 1602-D,Inpatient Rehab Per Discharge: Pain syndrome,
,CMG 1603-A,Inpatient Rehab Per Discharge: Pain syndrome,
,CMG 1603-B,Inpatient Rehab Per Discharge: Pain syndrome,
,CMG 1603-C,Inpatient Rehab Per Discharge: Pain syndrome,
,CMG 1603-D,Inpatient Rehab Per Discharge: Pain syndrome,
,CMG 1604-A,Inpatient Rehab Per Discharge: Pain syndrome,
,CMG 1604-B,Inpatient Rehab Per Discharge: Pain syndrome,
,CMG 1604-C,Inpatient Rehab Per Discharge: Pain syndrome,
,CMG 1604-D,Inpatient Rehab Per Discharge: Pain syndrome,
,CMG 1701-A,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",
,CMG 1701-B,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",
,CMG 1701-C,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",
,CMG 1701-D,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",
,CMG 1702-A,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",
,CMG 1702-B,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",
,CMG 1702-C,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",
,CMG 1702-D,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",
,CMG 1703-A,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",
,CMG 1703-B,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",
,CMG 1703-C,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",
,CMG 1703-D,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",
,CMG 1704-A,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",
,CMG 1704-B,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",
,CMG 1704-C,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",
,CMG 1704-D,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",
,CMG 1705-A,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",
,CMG 1705-B,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",
,CMG 1705-C,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",
,CMG 1705-D,"Inpatient Rehab Per Discharge: Major Mult. Trauma, no brain or spinal cord injury",
,CMG 1801-A,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,
,CMG 1801-B,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,
,CMG 1801-C,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,
,CMG 1801-D,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,
,CMG 1802-A,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,
,CMG 1802-B,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,
,CMG 1802-C,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,
,CMG 1802-D,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,
,CMG 1803-A,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,
,CMG 1803-B,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,
,CMG 1803-C,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,
,CMG 1803-D,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,
,CMG 1804-A,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,
,CMG 1804-B,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,
,CMG 1804-C,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,
,CMG 1804-D,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,
,CMG 1805-A,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,
,CMG 1805-B,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,
,CMG 1805-C,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,
,CMG 1805-D,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,
,CMG 1806-A,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,
,CMG 1806-B,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,
,CMG 1806-C,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,
,CMG 1806-D,Inpatient Rehab Per Discharge: Major Mult. Trauma with brain or spinal cord inj.,
,CMG 1901-A,Inpatient Rehab Per Discharge: Guillian-Barre,
,CMG 1901-B,Inpatient Rehab Per Discharge: Guillian-Barre,
,CMG 1901-C,Inpatient Rehab Per Discharge: Guillian-Barre,
,CMG 1901-D,Inpatient Rehab Per Discharge: Guillian-Barre,
,CMG 1902-A,Inpatient Rehab Per Discharge: Guillian-Barre,
,CMG 1902-B,Inpatient Rehab Per Discharge: Guillian-Barre,
